SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
801091100,9,10,17,12,20,9,0,4,0,73,105,48,71,98,132,111,104,80,51,799,0,0,0,0,0,0,0,0,0,0,8,12,9,8,17,4,3,3,0,60,0,3,0,0,0,4,0,0,0,4,343,154,104,209,214,131,128,93,34,1410,0,0,0,0,0,0,0,0,0,3,14,3,7,13,9,11,14,8,3,87,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,7,0,0,7,8,9,16,6,3,62,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,3,0,12,3,3,8,3,0,0,4,0,0,22,13,8,6,19,28,15,14,14,5,115,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,16,12,14,22,32,26,31,24,3,179,21,14,14,8,9,12,10,0,0,88,0,0,0,0,7,4,5,4,0,20
801091101,6,5,9,8,15,5,5,0,0,53,62,43,38,54,78,77,90,42,34,522,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,4,0,3,4,31,0,0,0,0,0,0,0,0,0,0,205,137,83,127,138,104,76,61,22,955,0,0,0,0,0,0,0,0,0,5,19,8,4,15,12,10,16,4,4,100,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,14,0,0,3,0,6,0,7,11,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,6,0,0,0,6,10,10,4,16,19,10,17,19,16,127,0,0,0,0,0,3,0,0,0,9,3,0,0,3,0,0,0,0,0,12,5,8,0,6,27,17,26,18,10,121,12,13,3,10,15,7,0,0,3,67,0,0,0,0,0,0,0,0,0,3
801091102,11,10,6,13,15,10,0,0,0,74,38,52,22,51,78,79,70,53,34,481,0,0,0,0,0,0,0,0,0,0,9,8,9,10,8,3,3,5,0,54,0,0,0,0,0,0,0,0,0,0,177,94,88,113,103,86,81,74,38,855,0,0,0,0,0,0,0,0,0,0,23,6,10,20,15,11,15,5,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,5,0,7,5,3,40,0,0,0,5,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,7,4,4,7,4,3,0,0,0,0,18,6,0,7,8,16,4,16,14,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,9,16,20,8,18,10,10,119,10,9,16,5,10,5,10,8,3,67,3,0,0,0,3,0,0,0,0,3
801091103,7,6,11,9,9,6,0,0,0,48,61,35,24,62,66,44,48,57,40,450,0,0,0,0,0,0,0,0,0,0,13,3,6,8,8,6,4,5,0,48,0,0,0,0,0,0,0,0,0,0,147,60,63,90,98,55,51,48,41,656,0,0,0,0,0,0,0,0,0,0,8,4,0,3,11,0,7,0,4,43,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,5,0,3,3,0,3,0,0,0,25,3,0,0,7,6,5,9,10,26,75,0,4,0,0,0,0,0,0,0,11,6,0,0,0,6,0,0,0,0,6,17,10,8,17,20,6,12,17,19,120,5,13,5,8,6,10,5,0,3,53,0,0,0,0,0,0,0,0,5,4
801091104,12,8,9,9,13,8,6,0,0,73,20,40,12,31,56,61,62,39,6,328,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,96,102,39,59,109,95,88,43,17,650,0,0,0,0,0,0,0,0,0,0,13,7,8,7,8,11,7,0,0,67,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,3,11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,13,0,0,10,6,4,0,0,0,38,7,3,4,7,9,17,10,14,4,74,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,8,11,8,12,12,16,20,15,0,99,5,4,4,5,10,4,0,7,0,45,0,0,0,0,0,0,0,0,0,8
801091105,7,10,25,16,7,14,0,0,0,81,35,16,35,40,47,24,56,29,12,296,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,8,0,0,23,0,5,0,0,0,0,0,0,0,7,140,88,99,96,89,53,76,57,12,699,0,0,0,0,0,0,0,0,0,3,5,0,5,4,4,3,7,4,0,40,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,3,0,4,0,5,6,4,10,12,5,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,4,6,3,3,0,0,0,0,20,3,4,3,7,16,4,12,8,3,70,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,6,11,25,11,8,12,6,4,93,14,7,8,8,12,8,0,0,0,61,0,0,0,0,0,0,0,0,0,8
801091106,4,6,7,11,8,6,5,0,0,45,47,26,34,33,80,55,63,45,23,408,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,5,4,0,31,0,0,0,0,0,0,0,0,0,0,112,99,76,104,111,74,86,74,12,753,0,0,0,0,0,0,0,0,0,0,10,7,6,6,17,8,5,3,3,72,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,0,7,9,7,3,3,7,3,0,9,5,42,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,5,8,9,3,4,0,0,0,0,33,8,5,4,9,7,11,10,10,0,70,5,0,4,3,0,0,3,0,0,15,6,0,0,0,0,0,0,0,0,8,13,13,3,11,23,18,13,11,3,105,5,11,9,8,12,5,3,0,0,53,0,0,0,0,0,0,0,4,0,3
801091107,8,3,0,7,3,0,0,0,0,27,20,13,6,5,21,16,22,10,6,125,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,51,47,24,33,54,57,31,11,3,315,0,0,0,0,0,0,0,0,0,0,25,3,9,10,13,14,8,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,6,5,5,0,3,8,4,3,5,3,29,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
801091108,8,0,0,3,7,0,0,0,0,19,32,27,29,44,56,65,56,54,16,370,0,0,0,0,0,0,0,0,0,0,5,3,8,5,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,177,145,66,110,123,95,89,50,17,866,0,0,0,0,0,0,0,0,0,0,21,0,10,13,10,6,6,3,3,82,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,13,0,0,5,3,6,4,0,3,0,18,5,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,13,5,5,3,10,8,7,11,6,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,7,8,13,18,0,71,4,3,8,4,4,3,7,4,0,39,0,0,0,0,0,0,0,0,0,0
801091109,7,3,26,19,7,10,0,0,0,79,8,28,59,25,31,30,16,22,5,222,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,0,0,0,0,17,0,0,3,0,0,0,0,0,0,3,68,58,146,83,64,38,13,16,7,487,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,7,3,0,0,21,0,0,0,0,0,0,0,0,0,6,4,0,4,5,0,0,0,0,0,8,0,3,5,3,8,0,3,0,0,20,7,0,15,0,3,0,0,0,0,24,0,0,6,0,0,0,0,0,0,6,3,4,4,6,5,0,0,0,0,25,0,0,18,3,12,0,6,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,8,4,7,7,0,0,36,0,0,18,5,5,9,0,0,0,36,0,0,0,4,0,0,0,0,0,4
801091110,3,3,4,6,11,10,3,0,0,38,49,32,23,54,48,33,45,19,8,298,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,182,81,67,116,91,73,77,36,9,729,0,0,0,0,0,0,0,0,0,7,16,6,0,19,10,9,9,13,0,81,0,0,6,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,14,0,0,0,0,0,5,7,6,0,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,9,5,0,3,5,5,0,0,0,24,6,3,3,10,8,7,8,3,4,46,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,0,16,11,12,11,6,0,72,4,0,4,3,4,9,3,0,0,34,0,0,0,0,0,0,0,0,0,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,3,0,0,0,0,0,0,5,16,17,9,12,20,11,8,3,0,94,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,12,8,17,11,6,7,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,3,0,0,4,3,0,0,0,13,9,11,14,8,10,9,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,17,21,24,14,12,4,0,0,110,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,3,0,0,12,0,5,5,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4
